ID,Original User Story,Rewritten User Story,Correction Reason,Fuzzy Terms (with source),I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,overall_before,overall_after,delta_overall,Low-score Explanation (<2)
US057,"As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing.","User Story:
As a site editor, I want to have comprehensive control over the formatting and layout of articles so that I can ensure they are visually appealing and engaging for readers.

Acceptance Criteria:
- Editors must be able to customize article layouts with at least 5 different formatting options (e.g., headings, images, bullet points).
- The visual appeal of articles should be rated at least 4 out of 5 by 90% of user feedback surveys.
- Changes made to article formatting should be reflected in real-time, with updates occurring within 3 seconds.

Test Outline:
- Review a sample of articles to verify that all formatting options are available and functional.
- Conduct user surveys to assess the perceived visual appeal of articles after formatting changes.","The original user story was vague and did not specify measurable criteria. The improved version clarifies the editor's role, outlines specific capabilities, and includes quantifiable acceptance criteria and a structured test outline to enhance clarity and focus on business value.","that (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
US058,"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.","User Story:
As a site visitor, I want to click on the link from the article teaser to be directed straight to the full article content instead of another teaser page, so that I can read the article seamlessly and complete my reading experience without unnecessary interruptions.

Acceptance Criteria:
- Clicking the link must redirect users to the full article within 1 second for at least 95% of attempts.
- The transition from the teaser to the article should maintain a consistent user experience, with no more than 2% of users reporting confusion or dissatisfaction.
- User engagement metrics should show a 20% increase in the average time spent on articles after implementing this change.

Test Outline:
- Measure the redirect time from the teaser link to the article to ensure it meets the 1-second requirement.
- Conduct user surveys to assess clarity and satisfaction with the new navigation flow.
- Analyze user engagement data before and after the change to confirm the increase in time spent on articles.","The original user story was somewhat clear but lacked specificity and measurable criteria. The improved version clarifies the user's intent, provides explicit acceptance criteria, and outlines a structured test plan to ensure the functionality meets user needs effectively.","it (ISO 29148)
this (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US059,"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members.","User Story:
As a site editor, I want to categorize articles as either publicly accessible or exclusive to members so that I can effectively encourage visitor sign-ups and increase membership by at least 20% over the next quarter.

Acceptance Criteria:
- Editors must be able to toggle the visibility status of articles with changes reflected in real-time.
- At least 90% of articles should have their visibility status correctly displayed to users based on the selected option.
- Membership sign-ups should increase by 20% within three months of implementing this feature.

Test Outline:
- Verify the functionality by testing the toggle feature to ensure changes are applied instantly and accurately.
- Track membership sign-up rates before and after the implementation to measure the impact of the visibility feature.",The original user story was clear but lacked measurable criteria and specific business impact. The improved version strengthens the acceptance criteria with quantifiable goals and outlines a test plan to verify the effectiveness of the feature.,"this (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US060,"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site.","User Story:
As a site visitor, I want to access a selection of articles without needing to register, so that I can evaluate the content quality and relevance before deciding to join the site.

Acceptance Criteria:
- At least 5 articles must be available for reading without registration, covering diverse topics.
- The articles should load within 3 seconds to ensure a smooth reading experience.
- User engagement metrics should show that at least 70% of visitors read the articles fully.

Test Outline:
- Verify the availability of at least 5 articles by checking the site’s content management system.
- Measure the loading time of the articles to ensure it meets the 3-second requirement.
- Analyze user engagement data to confirm that 70% of visitors are reading the articles completely.","The original user story was clear but lacked specificity and measurable criteria. The improved version clarifies the user's intent, specifies the number of articles, and includes measurable acceptance criteria and a structured test outline to enhance clarity and focus on business value.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US061,"As a site member, I want to have full access to all articles, so that there is a benefit to being a member.","User Story:
As a site member, I want to gain unrestricted access to all articles so that I can fully utilize my membership benefits and enhance my knowledge base.

Acceptance Criteria:
- Members must be able to access 100% of articles without encountering any access restrictions.
- The system should ensure that at least 95% of articles are available to members at all times, with minimal downtime.
- User satisfaction regarding access to articles should reach a minimum of 90% in member feedback surveys.

Test Outline:
- Verify access to a random sample of articles to ensure that all are available to members.
- Monitor system uptime and access logs to confirm that the availability criteria are met.
- Conduct member surveys to assess satisfaction levels regarding article access.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by defining the benefits of membership, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure the functionality meets user expectations.","that (ISO 29148)
minimal (ISO 29148)
all (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US062,"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.","User Story:
As a site visitor, I want to perform a comprehensive full-text search across article bodies, titles, and author names so that I can quickly locate the specific content I am interested in.

Acceptance Criteria:
- The search function must return relevant articles with at least 95% accuracy based on the search terms used.
- The average search response time should not exceed 1.5 seconds for optimal user experience.
- Users should report a satisfaction rate of 90% or higher regarding the effectiveness of the search results.

Test Outline:
- Execute a series of full-text searches using a diverse set of keywords to evaluate the accuracy of the results.
- Measure the response time for each search query to ensure it meets the 1.5-second requirement.
- Conduct user surveys to gather feedback on the search functionality and its effectiveness.","The original user story was clear but lacked measurable criteria and specific performance metrics. The improved version enhances clarity by specifying the search scope, establishes quantifiable acceptance criteria, and outlines a structured test plan to ensure the functionality meets user needs.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US063,"As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site.","User Story:
As a site visitor, I want to subscribe to an RSS feed of articles so that I can conveniently receive updates and read them offline without needing to visit the site.

Acceptance Criteria:
- Users must be able to subscribe to the RSS feed with a single click, achieving a subscription success rate of at least 95%.
- The RSS feed should deliver new articles within 10 minutes of publication, ensuring timely updates.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the ease of use and accessibility of the RSS feed.

Test Outline:
- Test the subscription process to ensure it is completed successfully in one click and track the success rate.
- Monitor the time taken for new articles to appear in the RSS feed after publication to confirm it meets the 10-minute requirement.
- Conduct user surveys to assess satisfaction with the RSS feed functionality.","The original user story was clear but lacked measurable criteria and specific acceptance tests. The improved version enhances clarity by specifying the user’s needs, establishing quantifiable acceptance criteria, and providing a structured test outline to ensure the functionality meets user expectations.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US064,"As a site visitor, I want to post comments about articles, so that others can read them.","User Story:
As a site visitor, I want to post comments on articles so that I can share my thoughts and engage with other readers, fostering a community discussion.

Acceptance Criteria:
- Users must be able to submit comments within 5 seconds of clicking the comment button.
- At least 90% of submitted comments should be displayed without errors or delays.
- The system should allow users to edit or delete their comments within 10 minutes of posting.

Test Outline:
- Measure the time taken from clicking the comment button to successful submission to ensure it meets the 5-second requirement.
- Track the success rate of comment submissions over a week to confirm it meets the 90% threshold.
- Test the editing and deletion functionality to ensure it works as intended within the specified time frame.","The original user story was too general and lacked measurable criteria. The improved version clarifies the user's role and intent, specifies measurable acceptance criteria, and provides a structured test outline to ensure functionality and user engagement.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US065,"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure.","User Story:
As a site editor, I want a dedicated section on the home page for special announcements that are distinct from news or articles so that I can enhance their visibility and engagement by at least 30%.

Acceptance Criteria:
- The announcement section must be visually distinct and easily accessible, with a click-through rate of at least 15% within the first month of implementation.
- The section should allow for updates at least twice a week to keep content fresh and relevant.
- User engagement metrics should show a 25% increase in interactions with announcements compared to the previous layout.

Test Outline:
- Analyze click-through rates using web analytics tools to verify the 15% target.
- Monitor the frequency of updates to ensure compliance with the bi-weekly requirement.
- Compare user engagement metrics before and after the implementation to confirm the 25% increase.","The original user story was clear but lacked measurable criteria and specific goals. The improved version enhances clarity by specifying the desired outcomes, measurable acceptance criteria, and a structured test outline to ensure the effectiveness of the new feature.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US066,"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content.","User Story:
As a site editor, I want the ability to customize the layout and positioning of content elements on the page so that I can effectively accommodate various types of content and enhance user engagement.

Acceptance Criteria:
- Editors must be able to reposition content elements with a drag-and-drop interface, achieving changes within 3 seconds.
- At least 90% of content adjustments should be saved successfully without errors.
- User satisfaction regarding layout flexibility should reach a minimum of 80% in post-implementation surveys.

Test Outline:
- Test the drag-and-drop functionality to ensure it allows for repositioning within the specified time frame.
- Monitor the success rate of saved layout changes over a week to confirm it meets the 90% threshold.
- Conduct user surveys to evaluate satisfaction with the new layout flexibility.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the editor's role, specifies the capability, and outlines explicit, business-relevant benefits along with measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",3,4,1.0,2,4,2.0,3,5,2.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US067,"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.","User Story:
As a trainer, I want to prominently display upcoming courses on my profile so that potential visitors are encouraged to register, ultimately increasing my membership value and engagement.

Acceptance Criteria:
- Upcoming courses must be visible on the trainer's profile within 1 second of page load for at least 95% of visitors.
- At least 30% of visitors should register for a course after viewing the upcoming courses section.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the visibility and appeal of the upcoming courses.

Test Outline:
- Measure the loading time of the upcoming courses section to ensure it meets the 1-second requirement.
- Track registration rates from visitors who viewed the upcoming courses to confirm the 30% target.
- Conduct surveys to gather user feedback on the visibility and attractiveness of the course listings.","The original user story was unclear and lacked measurable criteria. The improved version specifies the trainer's intent, clarifies the capability, and outlines explicit, quantifiable acceptance criteria and a structured test plan to enhance clarity and focus on business value.","it (ISO 29148)
that (ISO 29148)",3,4,1.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US068,"As a site visitor, I want to see new content when I come to the site, so that I come back more often.","User Story:
As a site visitor, I want to view fresh content upon my arrival on the site so that I am encouraged to return at least twice a week for new updates and engagement.

Acceptance Criteria:
- At least 80% of returning visitors should report seeing new content during their visits.
- New content must be published at least three times a week to maintain visitor interest.
- User engagement metrics, such as time spent on the site, should increase by 25% within three months of implementing the new content strategy.

Test Outline:
- Conduct surveys to measure visitor satisfaction regarding the freshness of content.
- Analyze site analytics to track the frequency of new content updates and visitor engagement metrics.","The original user story was clear but lacked measurable criteria and specific goals. The improved version enhances clarity by specifying the desired frequency of visits, measurable acceptance criteria, and a structured test outline to assess the effectiveness of the content strategy.",that (ISO 29148),3,4,1.0,2,4,2.0,4,5,1.0,2,5,3.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US069,"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning.","User Story:
As a site visitor, I want to access articles tailored to my interests and easily navigate to them so that I can regularly visit the site for the latest news and learning resources on agile methodologies.

Acceptance Criteria:
- The site must recommend articles based on user preferences with at least 80% relevance as determined by user engagement metrics.
- Navigation to articles should take no more than 3 clicks from the homepage for 90% of users.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the ease of finding relevant articles.

Test Outline:
- Analyze user engagement data to evaluate the relevance of recommended articles.
- Conduct usability testing to measure the number of clicks required to access articles from the homepage.
- Gather user feedback through surveys to assess satisfaction with the article discovery process.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the user's role and needs, specifies measurable acceptance criteria, and outlines a structured test plan to ensure the functionality meets user expectations.","that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",2,4,2.0,2,4,2.0,3,5,2.0,2,5,3.0,3,5,2.0,2,5,3.0,2,5,3.0,—
US070,"As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oﬀ the page.","User Story:
As a site visitor, I want to immediately understand what Scrum is and the importance of the Scrum Alliance upon landing on the page so that I can engage with the content and reduce my likelihood of leaving the site.

Acceptance Criteria:
- The landing page must present a clear and concise definition of Scrum within the first 5 seconds of loading.
- At least 80% of visitors should report understanding the concept of Scrum and its alliance based on a post-visit survey.
- The bounce rate for the landing page should decrease by at least 20% within three months of implementing the changes.

Test Outline:
- Use web analytics tools to measure the time taken for users to engage with the content after landing on the page.
- Conduct user surveys to assess comprehension of Scrum and the Scrum Alliance after their visit.","The original user story was somewhat unclear and lacked measurable criteria. The improved version specifies the user's intent, clarifies the capability needed, and provides explicit, quantifiable acceptance criteria and a structured test outline to enhance clarity and focus on user engagement.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US071,"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more.","User Story:
As a site visitor, I want to quickly understand what a Customer Success Manager (CSM) is and the benefits of becoming one, so that I am encouraged to explore further information on the website.

Acceptance Criteria:
- The homepage must include a clear and concise definition of a CSM within the first 3 seconds of viewing.
- At least 80% of visitors should be able to identify the role and its benefits after a brief glance at the homepage.
- The content should lead to a click-through rate of at least 15% to the detailed CSM page within the first month of implementation.

Test Outline:
- Use analytics tools to track the time spent on the homepage and the percentage of visitors who can articulate the role of a CSM.
- Monitor the click-through rate to the CSM page to ensure it meets the specified target.","The original user story was unclear and lacked measurable criteria. The improved version specifies the role of a CSM, clarifies the user's intent, and provides explicit, quantifiable acceptance criteria and a test outline to ensure effectiveness.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US072,"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating.","User Story:
As a site visitor, I want to quickly and easily return to the home page with a single click so that I can navigate the site without confusion and enhance my overall user experience.

Acceptance Criteria:
- The home page link must be accessible from every page on the site, with a visibility rate of at least 95%.
- The time taken to return to the home page should not exceed 1 second after clicking the link.
- User feedback should reflect a satisfaction rate of 90% or higher regarding the ease of navigation back to the home page.

Test Outline:
- Verify the presence and visibility of the home page link on all site pages.
- Measure the response time for navigating back to the home page after clicking the link.
- Conduct user surveys to assess satisfaction with the navigation experience.","The original user story was clear but lacked measurable criteria and specificity. The improved version enhances clarity by defining the capability, providing explicit acceptance criteria, and outlining a structured test plan to ensure the functionality meets user needs.","that (ISO 29148)
all (ISO 29148)
every (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US073,"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content.","User Story:
As a site visitor, I want to view a curated list of the top 10 most popular items on the site so that I can easily access the most relevant and highly-rated content, enhancing my browsing experience.

Acceptance Criteria:
- The list must be updated in real-time to reflect the most popular items based on user engagement metrics, such as views and shares, at least once every hour.
- Each item in the list should include a brief description and the number of views, ensuring users can quickly assess its relevance.
- User engagement with the popular items should increase by at least 20% within the first month of implementation.

Test Outline:
- Monitor the frequency of updates to the popular items list to ensure it meets the hourly refresh requirement.
- Analyze user engagement metrics before and after the implementation to measure the increase in interactions with the popular items.","The original user story was clear but lacked specificity and measurable criteria. The improved version specifies the number of items, includes measurable acceptance criteria, and outlines a test plan to verify the effectiveness of the feature.","most (ISO 29148)
it (ISO 29148)
that (ISO 29148)
every (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US074,"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate.","User Story:
As a trainer, I want to ensure that each participant can submit their answers only once per session so that the integrity of my ratings remains intact and accurately reflects individual performance.

Acceptance Criteria:
- The system must prevent duplicate submissions from the same user, achieving a 100% success rate in blocking repeat entries.
- A notification should be displayed to users attempting to submit multiple answers, with at least 95% of users reporting clarity in the message.
- The submission process should be logged, allowing for audits to confirm compliance with the one-submission rule.

Test Outline:
- Test the submission process by attempting to submit multiple answers from the same user account to verify that duplicates are blocked.
- Survey users after the submission process to assess their understanding of the notification regarding duplicate submissions.","The original user story was clear but lacked measurable criteria and specificity. The improved version clarifies the trainer's needs, establishes explicit acceptance criteria, and outlines a test plan to ensure the functionality is verified effectively.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US075,"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them.","User Story:
As a trainer, I want to receive timely notifications about the survey results related to my classes so that I can review feedback and make necessary improvements to enhance the learning experience.

Acceptance Criteria:
- Notifications about survey results must be delivered within 24 hours of survey completion for at least 90% of the surveys conducted.
- The notification should include a summary of key feedback points and an overall satisfaction rating of the class, with a minimum of 80% satisfaction.
- Trainers should have access to detailed survey results within 48 hours of receiving the notification.

Test Outline:
- Track the time taken to send notifications after survey completion to ensure it meets the 24-hour requirement.
- Analyze the content of notifications to confirm they include key feedback points and satisfaction ratings.
- Verify that detailed survey results are accessible to trainers within the specified timeframe.","The original user story was too general and lacked measurable criteria. The improved version clarifies the trainer's needs, specifies measurable acceptance criteria, and outlines a test plan to ensure the functionality meets expectations.","it (ISO 29148)
that (ISO 29148)
timely (NASA ARM)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US076,"As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems.","User Story:
As a site admin, I want to view individual performance results for each trainer along with average metrics for the class so that I can effectively identify outliers and address potential issues proactively.

Acceptance Criteria:
- The system must display performance results for each trainer within 3 seconds of the request.
- Average class metrics should be calculated and updated in real-time, with at least 95% accuracy.
- An alert system should notify the admin of any trainer whose performance deviates by more than 20% from the class average.

Test Outline:
- Measure the response time for retrieving trainer results to ensure it meets the 3-second requirement.
- Validate the accuracy of average calculations by comparing them against a sample set of data.
- Test the alert system by simulating various performance scenarios to ensure notifications are triggered appropriately.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the admin's role, the capability needed, and the explicit benefits, while also providing measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US077,"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer.","User Story:
As a site visitor, I want to view the ratings of trainers for each course so that I can select a course from a highly-rated trainer, ensuring a quality learning experience.

Acceptance Criteria:
- Trainer ratings must be displayed prominently on the course page with an average rating calculated from at least 10 user reviews.
- The rating system should allow users to see ratings updated in real-time, reflecting changes within 5 minutes of new reviews being submitted.
- At least 80% of users should report that the trainer ratings influenced their course selection in user feedback surveys.

Test Outline:
- Verify that the average rating is correctly calculated and displayed for trainers with a minimum of 10 reviews.
- Monitor the update frequency of ratings to ensure they reflect new reviews within the specified time frame.
- Conduct user surveys to assess the impact of trainer ratings on course selection decisions.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the importance of ratings, includes quantifiable acceptance criteria, and outlines a structured test plan to ensure the feature's effectiveness.","that (ISO 29148)
can (NASA ARM)",4,5,1.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US078,"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely.","User Story:
As a trainer, I want my rating to be prominently displayed on my profile page so that potential clients can make informed decisions based on my qualifications and feedback.

Acceptance Criteria:
- The trainer's rating must be visible on the profile page within 1 second of loading.
- The rating should be based on at least 50 reviews to ensure credibility.
- The display must update automatically within 24 hours after new reviews are submitted.

Test Outline:
- Measure the loading time of the profile page to confirm the rating appears within the specified time.
- Verify the accuracy of the rating by cross-referencing it with the total number of reviews.
- Check the update frequency of the rating after new reviews are added to ensure it reflects the latest feedback.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the visibility, credibility, and update requirements of the rating, along with measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US079,"As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly.","User Story:
As a site visitor, I want to access a dedicated section of the website that provides a comprehensive overview of Scrum fundamentals so that I can quickly grasp the key concepts and principles of Scrum methodology.

Acceptance Criteria:
- The section must include at least 5 key topics related to Scrum, such as roles, events, and artifacts.
- Users should be able to complete the overview in under 10 minutes.
- At least 80% of users should report that they feel more knowledgeable about Scrum after reviewing the content.

Test Outline:
- Review the content to ensure it covers the specified key topics and is easily digestible within the time limit.
- Conduct user surveys to measure knowledge gain and satisfaction with the learning experience.","The original user story was somewhat vague and lacked measurable criteria. The improved version clarifies the user's intent, specifies the content requirements, and establishes clear, quantifiable acceptance criteria and a test outline to ensure the educational value of the section.","it (ISO 29148)
that (ISO 29148)
be able to (NASA ARM)
can (NASA ARM)
more (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US080,"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.","User Story:
As a site editor, I want to develop comprehensive content for the ""What Is Scrum"" section so that visitors can understand the Scrum framework and its benefits, enhancing their engagement with our site.

Acceptance Criteria:
- The content must be at least 800 words, providing a thorough overview of Scrum, including its principles and practices.
- The section should include at least 3 relevant examples or case studies to illustrate Scrum in action.
- User engagement metrics should show a 20% increase in time spent on the page within one month of publication.

Test Outline:
- Review the content for completeness and adherence to the word count requirement.
- Analyze user engagement data before and after the content is published to measure the increase in time spent on the page.","The original user story was too vague and did not specify measurable criteria or the value of the content. The improved version clarifies the editor's role, outlines specific content requirements, and establishes measurable acceptance criteria and a test plan to assess effectiveness.","that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US081,"As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners.","User Story:
As a site visitor, I want to access a comprehensive list of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners on the site so that I can easily find qualified professionals for collaboration or learning opportunities.

Acceptance Criteria:
- The list must display all relevant professionals with their names, certifications, and contact information, updated at least once a month.
- The search functionality should allow users to filter results by certification type, with at least 90% accuracy in matching search criteria.
- The page should load within 3 seconds for 95% of users to ensure a smooth browsing experience.

Test Outline:
- Verify the accuracy and completeness of the displayed list by cross-referencing with certification records.
- Measure the loading time of the page under various conditions to ensure it meets the 3-second requirement.
- Test the filtering functionality to confirm it returns accurate results based on user input.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the user's needs, providing quantifiable acceptance criteria, and outlining a structured test plan to ensure the functionality meets user expectations.","it (ISO 29148)
that (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US082,"As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.","User Story:
As a CSM, I want my name to be included in the certification registry without requiring site membership so that potential employers and stakeholders can easily verify my credentials and enhance my professional visibility.

Acceptance Criteria:
- My name must be listed in the registry within 24 hours of submission for verification.
- The registry should be accessible to employers and stakeholders with at least 99% uptime.
- The verification process should confirm my certification status with a success rate of 95% or higher.

Test Outline:
- Track the time taken from submission to registry listing to ensure it meets the 24-hour requirement.
- Monitor the registry's uptime over a month to confirm it meets the 99% availability standard.
- Conduct tests to verify the accuracy of certification status against a sample of entries.","The original user story was clear but lacked measurable criteria and specificity. The improved version clarifies the role, specifies the capability, and outlines explicit, quantifiable acceptance criteria and a structured test outline to enhance clarity and focus on business value.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,5,5,0.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
US083,"As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records.","User Story:
As a trainer, I want to upload an Excel file to the site so that I can efficiently add course participants to the Scrum Alliance records, ensuring accurate tracking of attendance and certification.

Acceptance Criteria:
- The system must successfully process and import participant data from the Excel file within 5 seconds for files containing up to 100 entries.
- At least 98% of uploaded records should be accurately reflected in the Scrum Alliance database without errors.
- Users should receive a confirmation message within 2 seconds after the upload is completed, detailing the number of participants successfully added.

Test Outline:
- Measure the time taken to upload and process the Excel file to ensure it meets the 5-second requirement.
- Verify the accuracy of the imported records by cross-referencing with the original Excel file.
- Test the confirmation message functionality to ensure it is displayed promptly after the upload.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the trainer's role, the capability of uploading, and the business benefit of accurate record-keeping. It also includes measurable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
can (NASA ARM)",4,4,0.0,3,4,1.0,4,5,1.0,3,5,2.0,4,5,1.0,2,5,3.0,3,5,2.0,—
US084,"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved.","User Story:
As a site admin, I want to access a comprehensive list of all classes currently in a pending state so that I can efficiently review and approve those that require my attention.

Acceptance Criteria:
- The system must display all pending classes within 3 seconds of the request.
- At least 95% of pending classes should be accurately listed with relevant details (e.g., class name, submission date).
- The approval process for each class should allow for a decision to be made within 2 minutes of review.

Test Outline:
- Measure the time taken to retrieve and display the list of pending classes to ensure it meets the 3-second requirement.
- Verify the accuracy of the displayed information against the database records for at least 100 classes.
- Track the time taken for the approval process to confirm it aligns with the 2-minute criterion.","The original user story was clear but lacked measurable criteria and specific details. The improved version enhances clarity by specifying the role, capability, and business relevance while providing quantifiable acceptance criteria and a structured test outline.","it (ISO 29148)
that (ISO 29148)
those (ISO 29148)
all (ISO 29148)
can (NASA ARM)",4,4,0.0,4,4,0.0,4,5,1.0,4,5,1.0,4,5,1.0,3,5,2.0,4,5,1.0,—
