id,status,rounds,original_text,final_text,overall_before,overall_after,I_before,I_after,delta_I,N_before,N_after,delta_N,V_before,V_after,delta_V,E_before,E_after,delta_E,S_before,S_after,delta_S,T_before,T_after,delta_T,delta_overall
US088,done,3,"As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum.","User Story:
As a business entity, I want to enroll in the Scrum Alliance by submitting a corporate membership fee, so that I can demonstrate our commitment to the Scrum framework.

Acceptance Criteria:
- Complete the application process for corporate membership.
- Process the payment of the membership fee successfully.
- Receive confirmation of membership from the Scrum Alliance.

Test Outline:
- Verify that the application for corporate membership is submitted correctly.
- Check that the payment transaction is completed without issues.
- Confirm receipt of the membership confirmation email from the Scrum Alliance.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,2,0.0,1,3,2.0,1.0
US089,done,6,"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum.","User Story:
As a corporate sponsor, I want to feature my logo on the sponsors page to demonstrate my company's dedication to advancing Scrum initiatives.

Acceptance Criteria:
- Ensure the logo is prominently positioned on the sponsors page for maximum visibility.
- Validate that the logo adheres to the required dimensions and quality specifications.
- Confirm that the logo is hyperlinked to the company’s official website.

Test Outline:
- Assess the logo's visibility and placement on the sponsors page.
- Inspect the logo to ensure it meets the established size and quality criteria.
- Test the hyperlink to verify it correctly directs to the company’s website.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US090,done,3,"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum.","User Story:
As a corporate sponsor, I want my logo to be displayed randomly on the homepage, so that visitors recognize my company's endorsement of Scrum.

Acceptance Criteria:
- Ensure the logo appears randomly on the homepage at least once per user session.
- Track the frequency of logo displays to confirm visibility.
- Verify that the logo links to the corporate sponsor's website.

Test Outline:
- Monitor the homepage to check for random logo appearances during user sessions.
- Analyze display frequency data to ensure compliance with the acceptance criteria.
- Click the logo to ensure it redirects to the correct corporate website.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,2,0.0,1,3,2.0,1.0
US091,done,9,"As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated.","User Story:
As a Customer Success Manager, I want to incur a fee upon receiving confirmation of my Practitioner status, allowing me to activate my certification and fully leverage its benefits.

Acceptance Criteria:
- The fee amount is clearly communicated at the time of status approval.
- The payment process is streamlined and user-friendly.
- Certification status is activated immediately after payment is confirmed.

Test Outline:
- Confirm that a fee notification is sent out upon approval of Practitioner status.
- Assess the payment workflow for ease of use.
- Ensure that the certification status is promptly updated following payment verification.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US092,done,3,"As a CST, I want to pay an annual fee, so that my CST status is active.","User Story:
As a Certified Specialist Trainer (CST), I want to submit my annual fee payment to ensure that my CST status remains current and valid.

Acceptance Criteria:
- Successfully process the annual fee payment.
- Confirm that the CST status is updated to active upon payment completion.
- Provide a receipt or confirmation of the payment for record-keeping.

Test Outline:
- Verify that the payment process completes without errors.
- Check the CST status to ensure it reflects as active after payment.
- Ensure a confirmation receipt is generated and accessible.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
US093,done,3,"As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer.","User Story:
As a site administrator, I want to independently establish the yearly fees for members, practitioners, and trainers, so that I can manage pricing without needing a programmer's assistance.

Acceptance Criteria:
- Provide an interface to input and update annual fees for each category.
- Ensure changes are saved and reflected immediately on the site.
- Allow for fee adjustments at any time throughout the year.

Test Outline:
- Verify that the fee-setting interface is user-friendly and accessible.
- Check that updated fees are accurately displayed on the site after changes.
- Test the system's ability to handle fee adjustments without errors.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,3,1.0,1,2,1.0,1.0
US094,done,9,"As a member, I want to receive a reminder and a link, so that I can renew my membership.","User Story:
As a member, I want to get a notification along with a renewal link, so that I can easily extend my membership.

Acceptance Criteria:
- Send a timely reminder notification to the member.
- Include a direct link for membership renewal in the notification.
- Ensure the renewal process is straightforward and user-friendly.

Test Outline:
- Verify that the reminder notification is sent out before the membership expiration date.
- Check that the renewal link is functional and leads to the correct renewal page.
- Test the renewal process to confirm it is seamless and efficient.",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US095,done,9,"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems.","User Story:
As a person experiencing short-term memory challenges, I want the system to send me a new password or a reminder through email so that I can easily access my account without complications.

Acceptance Criteria:
- Successfully initiate a request for an email that includes a new password or a reminder.
- Receive the email promptly, containing clear and simple instructions.
- Access the account using the new password or reminder without any issues.

Test Outline:
- Verify that the request for a new password or reminder generates an email notification.
- Check the email inbox to confirm the email is received quickly.
- Test the new password or reminder to ensure successful account access.",2,3,2,3,1.0,2,3,1.0,2,3,1.0,1,2,1.0,2,2,0.0,1,3,2.0,1.0
US096,done,9,"As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily.","User Story:
As a training coordinator, I seek to acquire resources tailored specifically for trainers, allowing the Scrum Alliance to effectively disseminate pertinent updates and materials.

Acceptance Criteria:
- Gain access to content that is exclusively curated for trainers
- Receive timely alerts about new resources or updates
- Enjoy a user-friendly interface that simplifies the navigation of trainer-centric materials

Test Outline:
- Verify that the information presented is exclusively relevant to trainers
- Assess the speed and reliability of notifications for new updates
- Analyze the overall user experience when exploring the trainer-specific content area",2,2,2,2,0.0,2,2,0.0,2,2,0.0,1,2,1.0,2,2,0.0,1,2,1.0,0.0
US097,done,6,"As a site editor, I want to post information in a trainers-only section, so that only trainers see it.","User Story:
As a content manager, I want to establish a dedicated section for updates that is exclusively available to trainers, ensuring that only they can access and view the information.

Acceptance Criteria:
- Develop a secure platform for trainers to access the published updates.
- Guarantee that only users assigned the trainer role can view the content.
- Verify that all updates are restricted to visibility for authorized trainers only.

Test Outline:
- Confirm that the trainers-only section is correctly configured and accessible to the intended users.
- Assess user permissions to ensure that individuals without trainer roles are denied access to the content.
- Validate that all updates are accurately displayed to trainers within the specified section.",2,3,2,2,0.0,2,3,1.0,2,2,0.0,1,3,2.0,2,3,1.0,1,3,2.0,1.0
